	TreeNum	Phytochemical	Count	Disease Header	Association
5935	C04.697.098.500	C006552	1	Cell Transformation, Neoplastic	Positive
5936	C04.697.098.500	D047311	1	Cell Transformation, Neoplastic	Positive
5937	C04.697.098.500	C040015	1	Cell Transformation, Neoplastic	Positive
5938	C04.697.098.500	D011794	1	Cell Transformation, Neoplastic	Positive
5939	C04.697.098.500	C005466	1	Cell Transformation, Neoplastic	Positive
3395	C04.697.645	C056165	1	Neoplasm Invasiveness	Positive
3396	C04.697.645	C038491	1	Neoplasm Invasiveness	Positive
3397	C04.697.645	D047310	1	Neoplasm Invasiveness	Positive
3398	C04.697.645	C006680	1	Neoplasm Invasiveness	Positive
3399	C04.697.645	C055786	1	Neoplasm Invasiveness	Positive
3400	C04.697.645	D003474	1	Neoplasm Invasiveness	Positive
3401	C04.697.645	C004742	1	Neoplasm Invasiveness	Positive
3402	C04.697.645	C050229	1	Neoplasm Invasiveness	Positive
3403	C04.697.645	C028009	1	Neoplasm Invasiveness	Positive
3404	C04.697.645	C042577	1	Neoplasm Invasiveness	Positive
3405	C04.697.645	C045651	1	Neoplasm Invasiveness	Positive
3406	C04.697.645	D005054	1	Neoplasm Invasiveness	Positive
3407	C04.697.645	D005707	1	Neoplasm Invasiveness	Positive
3408	C04.697.645	D019833	1	Neoplasm Invasiveness	Positive
3409	C04.697.645	C040920	1	Neoplasm Invasiveness	Positive
3410	C04.697.645	C005273	1	Neoplasm Invasiveness	Positive
3411	C04.697.645	C005274	1	Neoplasm Invasiveness	Positive
3412	C04.697.645	D019787	1	Neoplasm Invasiveness	Positive
3413	C04.697.645	D009828	1	Neoplasm Invasiveness	Positive
3414	C04.697.645	D011794	1	Neoplasm Invasiveness	Positive
3415	C04.697.645	C040115	1	Neoplasm Invasiveness	Positive
3416	C04.697.645	C012037	1	Neoplasm Invasiveness	Positive
3417	C04.697.645	C003466	1	Neoplasm Invasiveness	Positive
7248	C04.697.645.500	C004742	1	Leukemic Infiltration	Positive
7249	C04.697.645.500	D019833	1	Leukemic Infiltration	Positive
5084	C04.697.650	C006578	1	Neoplasm Metastasis	Positive
5085	C04.697.650	D047310	1	Neoplasm Metastasis	Positive
5086	C04.697.650	C002070	1	Neoplasm Metastasis	Positive
5087	C04.697.650	D002392	1	Neoplasm Metastasis	Positive
5088	C04.697.650	C042577	1	Neoplasm Metastasis	Positive
5089	C04.697.650	D005054	1	Neoplasm Metastasis	Positive
5090	C04.697.650	D005707	1	Neoplasm Metastasis	Positive
5091	C04.697.650	C040920	1	Neoplasm Metastasis	Positive
5092	C04.697.650	D019787	1	Neoplasm Metastasis	Positive
5093	C04.697.650	D011794	1	Neoplasm Metastasis	Positive
5094	C04.697.650	D014498	1	Neoplasm Metastasis	Positive
7062	C04.700	D003474	1	Neoplastic Syndromes, Hereditary	Positive
7063	C04.700	D011794	1	Neoplastic Syndromes, Hereditary	Positive
7064	C04.700.100	D003474	1	Adenomatous Polyposis Coli	Positive
7065	C04.700.100	D011794	1	Adenomatous Polyposis Coli	Positive
6715	C04.834	C002602	1	Precancerous Conditions	Positive
6716	C04.834	C045651	1	Precancerous Conditions	Positive
6717	C04.834	C056493	1	Precancerous Conditions	Positive
6718	C04.834	C008661	1	Precancerous Conditions	Positive
6719	C04.834	D009828	1	Precancerous Conditions	Positive
6720	C04.834	D011794	1	Precancerous Conditions	Positive
7790	C04.834.450	C056493	1	Keratosis, Actinic	Positive
3560	C05	D003474	7	Musculoskeletal Diseases	Positive
3576	C05	C003466	4	Musculoskeletal Diseases	Positive
3570	C05	D009020	3	Musculoskeletal Diseases	Positive
3573	C05	D011794	3	Musculoskeletal Diseases	Positive
3578	C05	D013831	3	Musculoskeletal Diseases	Positive
3579	C05	D009536	3	Musculoskeletal Diseases	Positive
3553	C05	C056165	2	Musculoskeletal Diseases	Positive
3556	C05	D001599	2	Musculoskeletal Diseases	Positive
3557	C05	C002070	2	Musculoskeletal Diseases	Positive
3558	C05	C488311	2	Musculoskeletal Diseases	Positive
3561	C05	D019833	2	Musculoskeletal Diseases	Positive
3571	C05	C005274	2	Musculoskeletal Diseases	Positive
3572	C05	D011736	2	Musculoskeletal Diseases	Positive
3577	C05	D014529	2	Musculoskeletal Diseases	Positive
3554	C05	C011164	1	Musculoskeletal Diseases	Positive
3555	C05	D047310	1	Musculoskeletal Diseases	Positive
3559	C05	D003061	1	Musculoskeletal Diseases	Positive
3562	C05	C515155	1	Musculoskeletal Diseases	Positive
3563	C05	D006034	1	Musculoskeletal Diseases	Positive
3564	C05	D006569	1	Musculoskeletal Diseases	Positive
3565	C05	C056493	1	Musculoskeletal Diseases	Positive
3566	C05	C040920	1	Musculoskeletal Diseases	Positive
3567	C05	C006552	1	Musculoskeletal Diseases	Positive
3568	C05	C083152	1	Musculoskeletal Diseases	Positive
3569	C05	D047311	1	Musculoskeletal Diseases	Positive
3574	C05	C028305	1	Musculoskeletal Diseases	Positive
3575	C05	C009438	1	Musculoskeletal Diseases	Positive
6075	C05.116	D001599	2	Bone Diseases	Positive
6076	C05.116	C002070	2	Bone Diseases	Positive
6078	C05.116	D019833	2	Bone Diseases	Positive
6081	C05.116	C005274	2	Bone Diseases	Positive
6077	C05.116	D003474	1	Bone Diseases	Positive
6079	C05.116	D006569	1	Bone Diseases	Positive
6080	C05.116	C006552	1	Bone Diseases	Positive
6082	C05.116	D011794	1	Bone Diseases	Positive
6083	C05.116	C028305	1	Bone Diseases	Positive
6086	C05.116.198	D019833	2	Bone Diseases, Metabolic	Positive
6084	C05.116.198	D001599	1	Bone Diseases, Metabolic	Positive
6085	C05.116.198	D003474	1	Bone Diseases, Metabolic	Positive
6087	C05.116.198	C006552	1	Bone Diseases, Metabolic	Positive
6088	C05.116.198	C005274	1	Bone Diseases, Metabolic	Positive
6089	C05.116.198	D011794	1	Bone Diseases, Metabolic	Positive
6092	C05.116.198.579	D019833	2	Osteoporosis	Positive
6090	C05.116.198.579	D001599	1	Osteoporosis	Positive
6091	C05.116.198.579	D003474	1	Osteoporosis	Positive
6093	C05.116.198.579	C006552	1	Osteoporosis	Positive
6094	C05.116.198.579	C005274	1	Osteoporosis	Positive
6095	C05.116.198.579	D011794	1	Osteoporosis	Positive
7627	C05.116.198.579.610	D019833	1	Osteoporosis, Postmenopausal	Positive
7628	C05.116.198.579.610	D011794	1	Osteoporosis, Postmenopausal	Positive
6361	C05.116.231	C002070	1	Bone Neoplasms	Positive
6096	C05.116.264	D001599	1	Bone Resorption	Positive
6097	C05.116.264	C002070	1	Bone Resorption	Positive
6098	C05.116.264	D006569	1	Bone Resorption	Positive
6099	C05.116.264	C005274	1	Bone Resorption	Positive
6100	C05.116.264	C028305	1	Bone Resorption	Positive
8357	C05.182	D011794	1	Cartilage Diseases	Positive
7972	C05.500	D009020	1	Jaw Diseases	Positive
7973	C05.500	D011736	1	Jaw Diseases	Positive
7974	C05.500	D013831	1	Jaw Diseases	Positive
7975	C05.500	D009536	1	Jaw Diseases	Positive
8166	C05.500.460	D011736	1	Jaw Abnormalities	Positive
8167	C05.500.460	D013831	1	Jaw Abnormalities	Positive
8168	C05.500.460	D009536	1	Jaw Abnormalities	Positive
8169	C05.500.460.185	D011736	1	Cleft Palate	Positive
8170	C05.500.460.185	D013831	1	Cleft Palate	Positive
8171	C05.500.460.185	D009536	1	Cleft Palate	Positive
7976	C05.500.607	D009020	1	Mandibular Diseases	Positive
7977	C05.500.607.221	D009020	1	Craniomandibular Disorders	Positive
7978	C05.500.607.221.897	D009020	1	Temporomandibular Joint Disorders	Positive
5677	C05.550	D003474	3	Joint Diseases	Positive
5681	C05.550	C003466	2	Joint Diseases	Positive
5675	C05.550	D047310	1	Joint Diseases	Positive
5676	C05.550	C488311	1	Joint Diseases	Positive
5678	C05.550	D047311	1	Joint Diseases	Positive
5679	C05.550	D009020	1	Joint Diseases	Positive
5680	C05.550	C009438	1	Joint Diseases	Positive
5684	C05.550.114	D003474	3	Arthritis	Positive
5687	C05.550.114	C003466	2	Arthritis	Positive
5682	C05.550.114	D047310	1	Arthritis	Positive
5683	C05.550.114	C488311	1	Arthritis	Positive
5685	C05.550.114	D047311	1	Arthritis	Positive
5686	C05.550.114	C009438	1	Arthritis	Positive
5688	C05.550.114.015	D047310	1	Arthritis, Experimental	Positive
5689	C05.550.114.015	D003474	1	Arthritis, Experimental	Positive
5690	C05.550.114.015	D047311	1	Arthritis, Experimental	Positive
5691	C05.550.114.015	C003466	1	Arthritis, Experimental	Positive
6804	C05.550.114.154	D003474	1	Arthritis, Rheumatoid	Positive
6805	C05.550.114.154	C003466	1	Arthritis, Rheumatoid	Positive
6437	C05.550.114.606	C488311	1	Osteoarthritis	Positive
6438	C05.550.114.606	D003474	1	Osteoarthritis	Positive
7944	C05.550.905	D009020	1	Temporomandibular Joint Disorders	Positive
3580	C05.651	C056165	2	Muscular Diseases	Positive
3591	C05.651	D014529	2	Muscular Diseases	Positive
3581	C05.651	C011164	1	Muscular Diseases	Positive
3582	C05.651	D003474	1	Muscular Diseases	Positive
3583	C05.651	C515155	1	Muscular Diseases	Positive
3584	C05.651	D006034	1	Muscular Diseases	Positive
3585	C05.651	C056493	1	Muscular Diseases	Positive
3586	C05.651	C040920	1	Muscular Diseases	Positive
3587	C05.651	C083152	1	Muscular Diseases	Positive
3588	C05.651	D009020	1	Muscular Diseases	Positive
3589	C05.651	D011794	1	Muscular Diseases	Positive
3590	C05.651	C003466	1	Muscular Diseases	Positive
3592	C05.651	D013831	1	Muscular Diseases	Positive
7772	C05.651.197	C056493	1	Contracture	Positive
7773	C05.651.197.270	C056493	1	Dupuytren Contracture	Positive
7958	C05.651.243	D009020	1	Craniomandibular Disorders	Positive
7959	C05.651.243.897	D009020	1	Temporomandibular Joint Disorders	Positive
8435	C05.651.460	D014529	2	Mitochondrial Myopathies	Positive
8436	C05.651.460	D013831	1	Mitochondrial Myopathies	Positive
8439	C05.651.460.620	D014529	1	Mitochondrial Encephalomyopathies	Positive
7702	C05.651.475	C515155	1	Muscle Cramp	Positive
7703	C05.651.475	D006034	1	Muscle Cramp	Positive
7704	C05.651.475	C040920	1	Muscle Cramp	Positive
7705	C05.651.475	C083152	1	Muscle Cramp	Positive
4008	C05.651.515	C056165	1	Muscle Weakness	Positive
4009	C05.651.515	C011164	1	Muscle Weakness	Positive
4010	C05.651.515	C003466	1	Muscle Weakness	Positive
3593	C05.651.534	C056165	1	Muscular Disorders, Atrophic	Positive
3594	C05.651.534.500	C056165	1	Muscular Dystrophies	Positive
3595	C05.651.534.500.300	C056165	1	Muscular Dystrophy, Duchenne	Positive
8278	C05.651.542	D011794	1	Myalgia	Positive
8237	C05.660	D009536	2	Musculoskeletal Abnormalities	Positive
8235	C05.660	D011736	1	Musculoskeletal Abnormalities	Positive
8236	C05.660	D013831	1	Musculoskeletal Abnormalities	Positive
8238	C05.660.207	D011736	1	Craniofacial Abnormalities	Positive
8239	C05.660.207	D013831	1	Craniofacial Abnormalities	Positive
8240	C05.660.207	D009536	1	Craniofacial Abnormalities	Positive
8241	C05.660.207.540	D011736	1	Maxillofacial Abnormalities	Positive
8242	C05.660.207.540	D013831	1	Maxillofacial Abnormalities	Positive
8243	C05.660.207.540	D009536	1	Maxillofacial Abnormalities	Positive
8244	C05.660.207.540.460	D011736	1	Jaw Abnormalities	Positive
8245	C05.660.207.540.460	D013831	1	Jaw Abnormalities	Positive
8246	C05.660.207.540.460	D009536	1	Jaw Abnormalities	Positive
8247	C05.660.207.540.460.185	D011736	1	Cleft Palate	Positive
8248	C05.660.207.540.460.185	D013831	1	Cleft Palate	Positive
8249	C05.660.207.540.460.185	D009536	1	Cleft Palate	Positive
8474	C05.660.585	D009536	1	Limb Deformities, Congenital	Positive
6441	C05.799	D003474	2	Rheumatic Diseases	Positive
6439	C05.799	C488311	1	Rheumatic Diseases	Positive
6440	C05.799	D003061	1	Rheumatic Diseases	Positive
6442	C05.799	C003466	1	Rheumatic Diseases	Positive
6869	C05.799.114	D003474	1	Arthritis, Rheumatoid	Positive
6870	C05.799.114	C003466	1	Arthritis, Rheumatoid	Positive
6443	C05.799.613	C488311	1	Osteoarthritis	Positive
6444	C05.799.613	D003474	1	Osteoarthritis	Positive
1924	C06	D011794	42	Digestive System Diseases	Positive
1878	C06	D003474	37	Digestive System Diseases	Positive
1885	C06	C045651	19	Digestive System Diseases	Positive
1895	C06	D019833	13	Digestive System Diseases	Positive
1865	C06	D019207	11	Digestive System Diseases	Positive
1913	C06	D008715	8	Digestive System Diseases	Positive
1915	C06	D009020	8	Digestive System Diseases	Positive
1928	C06	D012431	8	Digestive System Diseases	Positive
1938	C06	C003466	8	Digestive System Diseases	Positive
1864	C06	D001599	7	Digestive System Diseases	Positive
1906	C06	C040920	7	Digestive System Diseases	Positive
1857	C06	C038491	6	Digestive System Diseases	Positive
1860	C06	D047310	6	Digestive System Diseases	Positive
1872	C06	C012843	6	Digestive System Diseases	Positive
1886	C06	C007628	6	Digestive System Diseases	Positive
1889	C06	D005054	6	Digestive System Diseases	Positive
1899	C06	D019695	6	Digestive System Diseases	Positive
1937	C06	D013936	6	Digestive System Diseases	Positive
1870	C06	D002392	5	Digestive System Diseases	Positive
1880	C06	C028009	5	Digestive System Diseases	Positive
1901	C06	C013015	5	Digestive System Diseases	Positive
1919	C06	D009638	5	Digestive System Diseases	Positive
1921	C06	D009828	5	Digestive System Diseases	Positive
1941	C06	C005466	5	Digestive System Diseases	Positive
1866	C06	C008574	4	Digestive System Diseases	Positive
1867	C06	C002503	4	Digestive System Diseases	Positive
1881	C06	C042577	4	Digestive System Diseases	Positive
1893	C06	D005707	4	Digestive System Diseases	Positive
1896	C06	C007836	4	Digestive System Diseases	Positive
1907	C06	C008281	4	Digestive System Diseases	Positive
1918	C06	C008661	4	Digestive System Diseases	Positive
1930	C06	C002979	4	Digestive System Diseases	Positive
1859	C06	C006578	3	Digestive System Diseases	Positive
1863	C06	C006680	3	Digestive System Diseases	Positive
1882	C06	D004145	3	Digestive System Diseases	Positive
1916	C06	C005273	3	Digestive System Diseases	Positive
1932	C06	C025583	3	Digestive System Diseases	Positive
1936	C06	C056068	3	Digestive System Diseases	Positive
1851	C06	C047368	2	Digestive System Diseases	Positive
1853	C06	C056165	2	Digestive System Diseases	Positive
1855	C06	C006452	2	Digestive System Diseases	Positive
1875	C06	C002602	2	Digestive System Diseases	Positive
1879	C06	C083030	2	Digestive System Diseases	Positive
1883	C06	D004610	2	Digestive System Diseases	Positive
1898	C06	D006034	2	Digestive System Diseases	Positive
1903	C06	C057912	2	Digestive System Diseases	Positive
1908	C06	C010480	2	Digestive System Diseases	Positive
1910	C06	D047311	2	Digestive System Diseases	Positive
1912	C06	D008610	2	Digestive System Diseases	Positive
1917	C06	C005274	2	Digestive System Diseases	Positive
1920	C06	D019787	2	Digestive System Diseases	Positive
1922	C06	C008922	2	Digestive System Diseases	Positive
1923	C06	D011736	2	Digestive System Diseases	Positive
1925	C06	D011801	2	Digestive System Diseases	Positive
1929	C06	D012603	2	Digestive System Diseases	Positive
1940	C06	D014529	2	Digestive System Diseases	Positive
1852	C06	D000096	1	Digestive System Diseases	Positive
1854	C06	D000241	1	Digestive System Diseases	Positive
1856	C06	C054528	1	Digestive System Diseases	Positive
1858	C06	D017962	1	Digestive System Diseases	Positive
1861	C06	C054132	1	Digestive System Diseases	Positive
1862	C06	C012195	1	Digestive System Diseases	Positive
1868	C06	C002070	1	Digestive System Diseases	Positive
1869	C06	C040048	1	Digestive System Diseases	Positive
1871	C06	D002726	1	Digestive System Diseases	Positive
1873	C06	C007078	1	Digestive System Diseases	Positive
1874	C06	C113861	1	Digestive System Diseases	Positive
1876	C06	C030123	1	Digestive System Diseases	Positive
1877	C06	C029036	1	Digestive System Diseases	Positive
1884	C06	D004642	1	Digestive System Diseases	Positive
1887	C06	D004929	1	Digestive System Diseases	Positive
1888	C06	D000431	1	Digestive System Diseases	Positive
1890	C06	D005204	1	Digestive System Diseases	Positive
1891	C06	C004999	1	Digestive System Diseases	Positive
1892	C06	D005632	1	Digestive System Diseases	Positive
1894	C06	C025473	1	Digestive System Diseases	Positive
1897	C06	C045856	1	Digestive System Diseases	Positive
1900	C06	C505802	1	Digestive System Diseases	Positive
1902	C06	D006569	1	Digestive System Diseases	Positive
1904	C06	C031927	1	Digestive System Diseases	Positive
1905	C06	C021304	1	Digestive System Diseases	Positive
1909	C06	D014975	1	Digestive System Diseases	Positive
1911	C06	D008353	1	Digestive System Diseases	Positive
1914	C06	D008730	1	Digestive System Diseases	Positive
1926	C06	C020491	1	Digestive System Diseases	Positive
1927	C06	C041376	1	Digestive System Diseases	Positive
1931	C06	C054125	1	Digestive System Diseases	Positive
1933	C06	C073734	1	Digestive System Diseases	Positive
1934	C06	C059006	1	Digestive System Diseases	Positive
1935	C06	C009438	1	Digestive System Diseases	Positive
1939	C06	C082097	1	Digestive System Diseases	Positive
1942	C06	D013831	1	Digestive System Diseases	Positive
1943	C06	D009536	1	Digestive System Diseases	Positive
5711	C06.130	D009020	2	Biliary Tract Diseases	Positive
5710	C06.130	C012195	1	Biliary Tract Diseases	Positive
5712	C06.130.120	C012195	1	Bile Duct Diseases	Positive
5713	C06.130.120	D009020	1	Bile Duct Diseases	Positive
5714	C06.130.120.135	C012195	1	Cholestasis	Positive
7980	C06.130.120.250	D009020	1	Common Bile Duct Diseases	Positive
7981	C06.130.120.250.098	D009020	1	Biliary Dyskinesia	Positive
7982	C06.130.120.250.098.800	D009020	1	Sphincter of Oddi Dysfunction	Positive
8004	C06.130.564	D009020	1	Gallbladder Diseases	Positive
8005	C06.130.564.263	D009020	1	Cholecystitis	Positive
4860	C06.301	D011794	8	Digestive System Neoplasms	Positive
4843	C06.301	D003474	7	Digestive System Neoplasms	Positive
4847	C06.301	C045651	5	Digestive System Neoplasms	Positive
4839	C06.301	D019207	3	Digestive System Neoplasms	Positive
4837	C06.301	D047310	2	Digestive System Neoplasms	Positive
4842	C06.301	C012843	2	Digestive System Neoplasms	Positive
4849	C06.301	D019833	2	Digestive System Neoplasms	Positive
4859	C06.301	D009638	2	Digestive System Neoplasms	Positive
4864	C06.301	C003466	2	Digestive System Neoplasms	Positive
4836	C06.301	C038491	1	Digestive System Neoplasms	Positive
4838	C06.301	D001599	1	Digestive System Neoplasms	Positive
4840	C06.301	C002503	1	Digestive System Neoplasms	Positive
4841	C06.301	D002392	1	Digestive System Neoplasms	Positive
4844	C06.301	C028009	1	Digestive System Neoplasms	Positive
4845	C06.301	C042577	1	Digestive System Neoplasms	Positive
4846	C06.301	D004145	1	Digestive System Neoplasms	Positive
4848	C06.301	D005054	1	Digestive System Neoplasms	Positive
4850	C06.301	C007836	1	Digestive System Neoplasms	Positive
4851	C06.301	D019695	1	Digestive System Neoplasms	Positive
4852	C06.301	C013015	1	Digestive System Neoplasms	Positive
4853	C06.301	C040920	1	Digestive System Neoplasms	Positive
4854	C06.301	C008281	1	Digestive System Neoplasms	Positive
4855	C06.301	C010480	1	Digestive System Neoplasms	Positive
4856	C06.301	D008715	1	Digestive System Neoplasms	Positive
4857	C06.301	D009020	1	Digestive System Neoplasms	Positive
4858	C06.301	C008661	1	Digestive System Neoplasms	Positive
4861	C06.301	C002979	1	Digestive System Neoplasms	Positive
4862	C06.301	C056068	1	Digestive System Neoplasms	Positive
4863	C06.301	D013936	1	Digestive System Neoplasms	Positive
4865	C06.301	C005466	1	Digestive System Neoplasms	Positive
5464	C06.301.371	D003474	5	Gastrointestinal Neoplasms	Positive
5476	C06.301.371	D011794	4	Gastrointestinal Neoplasms	Positive
5467	C06.301.371	C045651	2	Gastrointestinal Neoplasms	Positive
5461	C06.301.371	D047310	1	Gastrointestinal Neoplasms	Positive
5462	C06.301.371	C002503	1	Gastrointestinal Neoplasms	Positive
5463	C06.301.371	C012843	1	Gastrointestinal Neoplasms	Positive
5465	C06.301.371	C028009	1	Gastrointestinal Neoplasms	Positive
5466	C06.301.371	C042577	1	Gastrointestinal Neoplasms	Positive
5468	C06.301.371	D005054	1	Gastrointestinal Neoplasms	Positive
5469	C06.301.371	D019833	1	Gastrointestinal Neoplasms	Positive
5470	C06.301.371	C007836	1	Gastrointestinal Neoplasms	Positive
5471	C06.301.371	C013015	1	Gastrointestinal Neoplasms	Positive
5472	C06.301.371	C040920	1	Gastrointestinal Neoplasms	Positive
5473	C06.301.371	D009020	1	Gastrointestinal Neoplasms	Positive
5474	C06.301.371	C008661	1	Gastrointestinal Neoplasms	Positive
5475	C06.301.371	D009638	1	Gastrointestinal Neoplasms	Positive
5477	C06.301.371	C002979	1	Gastrointestinal Neoplasms	Positive
5478	C06.301.371	D013936	1	Gastrointestinal Neoplasms	Positive
7273	C06.301.371.205	C042577	1	Esophageal Neoplasms	Positive
